x,y
1.08,2.56556217832357
1.09,3.982691703916603
1.1,3.1338339746463393
1.11,4.176232770096469
1.12,3.8672173998949377
1.1300000000000001,4.673409141692096
1.1400000000000001,5.836747445322672
1.1500000000000001,5.852631294530317
1.16,6.937624204693403
1.17,6.148635863888706
1.18,5.461819183016737
1.19,6.620355389852798
1.2,8.722968793378307
1.21,8.032122971616612
1.22,8.87107640587125
1.23,7.223155686406594
1.24,10.099020082571705
1.25,8.646457164240271
1.26,10.471623392504643
1.27,11.545697907313247
1.28,9.042597004808353
1.29,9.64435827092365
1.3,8.77216493644888
1.31,8.307161755837253
1.32,6.0809573820563205
1.33,8.119406008352119
1.34,7.225840992689683
1.35,7.335983694995461
1.36,5.942590337528386
1.37,6.1038141371729395
1.3800000000000001,5.989831516909298
1.3900000000000001,4.430971644015978
1.4000000000000001,3.273851138154858
1.41,3.363252934756339
1.42,0.8120484625381796
1.43,3.117477870544655
1.44,1.3903967779077069
1.45,-0.602276701316349
1.46,-0.8093420264459231
1.47,-2.8574871332041374
1.48,-5.747133661011526
1.49,-3.661445772525084
1.5,-4.6989539465619865
1.51,-6.836483862675654
1.52,-5.162232040411026
1.53,-5.487252789376403
1.54,-7.179984643326247
1.55,-6.948292404178315
1.56,-7.335460251404934
1.57,-6.005752506960598
1.58,-8.268666580093406
1.59,-6.046549106975052
1.6,-5.415147801745324
1.61,-5.732955253887598
1.62,-5.929174756538857
1.6300000000000001,-4.00454007633048
1.6400000000000001,-1.7660124745528987
1.6500000000000001,-3.548464302263592
1.6600000000000001,-2.527436475612967
1.67,-2.2382708351416394
1.68,-1.0988647008885573
1.69,-0.8496951577295795
1.7,1.4849127941865166
1.71,2.3253025413850237
1.72,1.3506459896058813
1.73,2.7204411964818735
1.74,3.1957365421201427
1.75,4.5266423177290696
1.76,4.0748639309925885
1.77,5.087792763560163
1.78,4.338660377833884
1.79,7.530678413503007
1.8,7.868880454439764
1.81,7.690098298778999
1.82,9.203484347366649
1.83,7.164151770957943
1.84,10.886714049384842
1.85,8.733196031862143
1.86,9.39867778764243
1.87,8.555710631019924
1.8800000000000001,7.738799940467132
1.8900000000000001,8.317291683488087
1.9000000000000001,7.1132234902128175
1.9100000000000001,9.253152828406181
1.92,8.940277358127236
1.93,6.623631221204614
1.94,7.749598374174985
1.95,7.479600546906682
1.96,5.258560896006838
1.97,4.831379937794296
1.98,6.525492465972041
1.99,5.650664539570516
2.0,6.156682690382825
2.0100000000000002,4.560163649083376
2.02,3.950235063893454
2.0300000000000002,4.728269034671898
2.04,3.7659194584991065
2.05,3.0500984903073736
2.06,2.156371111188093
2.07,1.9960638796416412
2.08,3.6111426119629346
2.09,2.777866951884241
2.1,5.669885345272263
2.11,1.6756705432477164
2.12,4.626773602633121
2.13,6.3612282376085965
2.14,4.126797826992027
2.15,4.126678108004062
2.16,5.176084870356334
2.17,4.9879430298233585
2.18,5.967173964060416
2.19,4.892343135235997
2.2,5.902876222060812
2.21,4.626755226662272
2.22,5.600539288590929
2.23,6.02226210147532
2.24,7.014898720059828
2.25,8.598677013878703
2.2600000000000002,8.043620661363153
2.27,5.794284909289852
2.2800000000000002,7.906545482174971
2.29,6.303594567704801
2.3000000000000003,2.0185259723407856
2.31,5.092708161303527
2.32,5.668935239923489
2.33,5.680849799738252
2.34,4.087648594815942
2.35,1.597773071749326
2.36,1.8998860910865354
2.37,1.2766606197822354
2.38,3.0171427091380436
2.39,1.400812807433806
2.4,-2.7958233366845806
2.41,-0.6134528069839443
2.42,-1.4583642376602577
2.43,-3.839983854683398
2.44,-4.028227229444006
2.45,-6.322889314211441
2.46,-4.987420199556434
2.47,-4.889381067145104
2.48,-2.9694537572177
2.49,-7.262117377122128
2.5,-4.8232323346015065
2.5100000000000002,-6.319537136045258
2.52,-7.914362077958142
2.5300000000000002,-6.590653888606896
2.54,-5.523097404520444
2.5500000000000003,-5.258854142156039
2.56,-7.000198020916741
2.57,-6.700675247830461
2.58,-5.021344659406313
2.59,-2.0306151094077434
2.6,-2.5818184235022423
2.61,-3.925112489013109
2.62,-3.172651212552818
2.63,-0.24933967792111467
2.64,-1.2279258558237385
2.65,0.8054980198768349
2.66,0.6716536516480889
2.67,3.2053234842783414
2.68,3.0610173092830752
2.69,3.81435047785325
2.7,6.76495107886822
2.71,6.915800623988522
2.72,7.995088639998524
2.73,9.1166284940396
2.74,7.97566158015511
2.75,8.105899464973696
2.7600000000000002,8.941883117793124
2.77,10.472218453229212
2.7800000000000002,11.483551336589997
2.79,11.121516737695412
2.8000000000000003,11.528613768527656
2.81,10.754627513992816
2.82,10.422415942384337
2.83,10.54770871513391
2.84,9.303274003695954
2.85,9.997680279175468
2.86,9.694990339236314
2.87,11.21441111011634
2.88,9.375449479764123
2.89,7.1144987176739285
2.9,9.49435455680282
2.91,6.5123860782494445
2.92,7.679587451304716
2.93,7.833965017757305
2.94,4.691905756541827
2.95,5.913165766538196
2.96,3.9154264434890704
2.97,4.854311881071645
2.98,3.1236514711849117
2.99,3.811601918707459
3.0,4.474384474023701
3.0100000000000002,2.6069973237278488
3.02,0.5358182993745064
3.0300000000000002,2.1380524575407738
3.04,0.4278930004744457
3.0500000000000003,0.5844925408644295
3.06,1.9295859302652483
3.0700000000000003,0.6283133107577028
3.08,0.2485656691038225
3.09,3.02861759522193
3.1,1.276445980930644
3.11,2.1947477616681774
3.12,1.9331109707328453
3.13,3.5650386845309754
3.14,2.655715178538908
3.15,3.040926483753266
3.16,4.750551080136851
3.17,4.721005108668976
3.18,3.157092173241565
3.19,4.533885550983751
3.2,5.466253649642154
3.21,3.738411400589033
3.22,5.656741447478639
3.23,4.233039059138396
3.24,4.02999923411361
3.25,3.4438954814978238
3.2600000000000002,2.9676066816585327
3.27,2.2276053560474383
3.2800000000000002,4.931086751481556
3.29,2.1439169623069665
3.3000000000000003,2.5086803542222276
3.31,1.4750139160400986
3.3200000000000003,1.101733328623733
3.33,3.672493601046992
3.34,-0.40518038175875404
3.35,-0.12489367496083581
3.36,0.3591796575676791
3.37,-1.331713460193435
3.38,-0.24764942850079752
3.39,-3.163124801747446
3.4,-2.2449168124873355
3.41,-4.305025840068639
3.42,-4.067670826018993
3.43,-4.505299476843696
3.44,-5.110692363352417
3.45,-2.938366946119399
3.46,-5.930988754350529
3.47,-3.9180945135596494
3.48,-4.041521144510858
3.49,-4.0259550833574265
3.5,-5.861124291039703
3.5100000000000002,-5.911452176057601
3.52,-4.977110612237252
3.5300000000000002,-2.0842407070282434
3.54,-3.2736184564889603
3.5500000000000003,-1.6450134221940496
3.56,-2.5561546773451758
3.5700000000000003,-1.7457638318188788
3.58,-0.7391543344811211
3.59,1.1614998485254011
3.6,0.6988358066866074
3.61,2.4819573925994702
3.62,4.74032222309206
3.63,3.9401206286842445
3.64,7.627429652336093
3.65,7.985297363290598
3.66,7.706707476751553
3.67,7.433037170679968
3.68,9.542224293034343
3.69,10.02311982597068
3.7,10.612175238099756
3.71,11.37934080145441
3.72,12.38348495524874
3.73,13.098769675590797
3.74,12.868753906467857
3.75,11.450038972552115
3.7600000000000002,13.004781309470257
3.77,13.04539741164136
3.7800000000000002,10.179046314897919
3.79,12.107900559858889
3.8000000000000003,12.388178681889762
3.81,11.880300313871887
3.8200000000000003,10.561923346247472
3.83,9.286478105231978
3.84,12.098573145591766
3.85,10.211811460175253
3.86,8.48752659274767
3.87,7.23296989064279
3.88,7.429472513740855
3.89,4.254692545269297
3.9,5.082229851147017
3.91,3.2534104386356972
3.92,2.4600308049123667
3.93,3.767904726677547
3.94,2.073470648563118
3.95,1.4716562431637221
3.96,0.1523139140884533
3.97,0.8066001400010334
3.98,0.94653183594668
3.99,-0.34132247789656106
4.0,0.06560349008294003
4.01,0.6252713105296042
4.0200000000000005,0.5546668836950632
4.03,-1.3697513544045357
4.04,-0.5914175830697737
4.05,-1.333028886640045
4.0600000000000005,0.12971740272075505
4.07,-1.0017437726311649
4.08,-0.5699933752445967
4.09,0.11831540301673703
4.1,0.9246196705952118
4.11,0.41874506097007724
4.12,2.1076982513185767
4.13,1.0981268343726955
4.14,0.8509951737972031
4.15,2.65235473793009
4.16,1.6016343271148328
4.17,3.3331336634118323
4.18,2.4063346077461123
4.19,2.776492048590841
4.2,1.4480615133432189
4.21,3.27287502533041
4.22,2.6211987036280275
4.23,3.0425169655302895
4.24,0.22545669658615441
4.25,3.258103913406569
4.26,2.458531700130361
4.2700000000000005,2.991032314208187
4.28,1.759505138875217
4.29,1.2883101637202876
4.3,-0.22187458522704873
4.3100000000000005,-2.292083229846855
4.32,-1.3160767382388032
4.33,-0.6142833121469183
4.34,-0.22538277807792828
4.3500000000000005,-0.6349852609284772
4.36,-1.8370398795112204
4.37,-1.7232676628325216
4.38,-0.7138719693191771
4.39,-2.5150146845900703
4.4,-3.7601308803193163
4.41,-3.0389197300717283
4.42,-2.337312636351871
4.43,-3.1057614775014284
4.44,-3.392385443708586
4.45,-2.351347862153146
4.46,-2.058386487860527
4.47,-3.227699380898162
4.48,-1.8739040747425693
4.49,-0.3917876344403799
4.5,-1.5334185989135827
4.51,-0.3732762576445808
4.5200000000000005,0.42779390368369263
4.53,2.7496139688043018
4.54,2.4191456088288157
4.55,3.080478018000572
4.5600000000000005,3.275955896524884
4.57,4.018490953512598
4.58,6.286975428796006
4.59,5.222081022416279
4.6000000000000005,8.498048886328576
4.61,8.238462824275713
4.62,8.114133264316921
4.63,8.146151956386616
4.64,9.277337699160922
4.65,11.837847477704692
4.66,10.113546952596874
4.67,11.410513947294529
4.68,11.102242152325335
4.69,13.606254054299042
4.7,12.972487339702921
4.71,13.406701693630918
4.72,12.761441169670098
4.73,12.848895049588501
4.74,11.602468225586481
4.75,13.072386371505715
4.76,11.719024703767637
4.7700000000000005,9.773448240408905
4.78,10.062983557055697
4.79,9.640630760577393
4.8,9.320159276300533
4.8100000000000005,8.188060407604254
4.82,6.71749779493253
4.83,8.164211486071602
4.84,6.19294968543315
4.8500000000000005,6.46307891267262
4.86,5.214425754596449
4.87,3.705775858970448
4.88,3.4620161538713203
4.89,0.468487438510903
4.9,0.8467071018700604
4.91,-1.5294101899462176
4.92,-0.8704276989449274
4.93,-1.4311894095369526
4.94,-1.1633598322593328
4.95,-1.000161047616758
4.96,-3.840592904778066
4.97,-3.033634334099314
4.98,-3.2587444208172323
4.99,-2.631489923715898
5.0,-2.241838068360123
5.01,-2.956357652718671
5.0200000000000005,-0.8324379039764493
5.03,-2.3501662827361125
5.04,-1.5220189672744813
5.05,-4.035457557384695
5.0600000000000005,-3.359993720076838
5.07,-0.25847083914509406
5.08,-0.4774929033672016
5.09,-1.4245641776506526
5.1000000000000005,0.4936784815974554
5.11,0.10792953159521904
5.12,0.6318169706441332
5.13,0.9357285718789827
5.14,0.567604506550721
5.15,1.9669213437615816
5.16,2.4645882198181153
5.17,2.5178728536359523
5.18,1.3492312609204549
5.19,3.2437584865872475
5.2,1.6660870808676682
5.21,3.4732350434978967
5.22,1.6591863076054316
5.23,2.2351683402916493
5.24,0.5955754583204953
5.25,1.4210031236782572
5.26,2.809310862758299
5.2700000000000005,0.38951239713543573
5.28,1.5673224210887038
5.29,0.8526111986441891
5.3,3.0650640795018163
5.3100000000000005,-0.8759013479080421
5.32,0.6935684993294284
5.33,0.787425711077038
5.34,-2.354354397591634
5.3500000000000005,0.43397005077827655
5.36,-0.22059039775786604
5.37,-0.17811578369112263
5.38,1.090700584488082
5.39,-1.5918126602907274
5.4,-0.6349209296260127
5.41,0.1462138138391016
5.42,0.2340037912321482
5.43,-0.7240319832539808
5.44,1.2031279548869274
5.45,-0.2763595656998781
5.46,2.3886551844718182
5.47,2.0130870301655532
5.48,0.812692515688415
5.49,2.0640016337907445
5.5,2.6637269282707967
5.51,5.014682683670151
5.5200000000000005,4.083645478877566
5.53,6.514759411083766
5.54,8.365156010198643
5.55,8.18798287840351
5.5600000000000005,6.7950798134025705
5.57,10.339392476614508
5.58,9.685908074489443
5.59,10.280550262459522
5.6000000000000005,11.365844368537289
5.61,9.520949146533695
5.62,13.059944189108858
5.63,12.84490448652452
5.64,10.194699407076788
5.65,13.248257979490132
5.66,12.859070970518967
5.67,13.120630973962507
5.68,13.192459767910972
5.69,9.26997319364201
5.7,13.126776460360636
5.71,10.269815230079468
5.72,11.229239525089795
5.73,10.187536904128907
5.74,11.131318682988608
5.75,9.96893460923172
5.76,7.376836275738106
5.7700000000000005,7.902737746547188
5.78,4.9954950354525245
5.79,4.518244710963216
5.8,4.756834302067952
5.8100000000000005,1.013427825123404
5.82,2.7620157444391507
5.83,1.8087682659043915
5.84,0.11159986849125086
5.8500000000000005,0.473576723575835
5.86,-0.7985250259275888
5.87,-0.9017900653206832
5.88,-2.3630807675699543
5.89,-3.5361168126235794
5.9,-3.7873323247226867
5.91,-3.9772447038281706
5.92,-3.1535325060738257
5.93,-4.424571418241101
5.94,-5.827746383963432
5.95,-5.316122210736076
5.96,-5.125214784946985
5.97,-4.015050989575515
5.98,-3.8074876273249467
5.99,-5.598216868945336
6.0,-3.2819207418221406
6.01,-3.3661930716176336
6.0200000000000005,-3.6855725299633315
6.03,-3.7141968052776786
6.04,-2.844414723517123
6.05,-1.2343563055492968
6.0600000000000005,-0.7144554541779096
6.07,0.4863727544296086
6.08,-1.2441632647829366
6.09,2.00137744622825
6.1000000000000005,0.6751443229002964
6.11,3.3479288148140762
6.12,1.6279806141101243
6.13,3.762104170892724
6.140000000000001,2.153385524587368
6.15,4.681828834741317
6.16,2.879678368913253
6.17,2.8864369047568785
6.18,4.441041698605722
6.19,3.961075785728146
6.2,4.847559396340535
6.21,6.046037346924857
6.22,4.890492395067906
6.23,6.8797213964139905
6.24,3.535175795921349
6.25,3.4659145470854624
6.26,2.389882086795609
6.2700000000000005,3.813618193125622
6.28,3.269749891780268
6.29,1.3447690127732659
6.3,4.429044011629525
6.3100000000000005,2.054863313861378
6.32,1.6548651523650544
6.33,0.23454416085079677
6.34,3.5107122353310274
6.3500000000000005,0.04490755672834679
6.36,2.827846398961513
6.37,3.355899730102806
6.38,0.9942364967464605
6.390000000000001,1.9499765840451888
6.4,3.2640875221886168
6.41,4.098255612126969
6.42,1.3000434968340742
6.43,3.2434053379803514
6.44,4.907097869755074
6.45,4.8309105853435526
6.46,3.760328665080298
6.47,3.8949986215598695
6.48,5.944205877527599
6.49,5.898333126532916
6.5,6.299744374802815
6.51,6.545497618471348
6.5200000000000005,7.202664164388574
6.53,9.533199408699462
6.54,9.949055657723015
6.55,9.892892767939667
6.5600000000000005,9.142470355580441
6.57,10.986162223486964
6.58,10.78892159529885
6.59,12.58867549215914
6.6000000000000005,10.626667109122149
6.61,9.33183181677142
6.62,12.667961070110056
6.63,11.407591854366332
6.640000000000001,9.304848504847126
6.65,10.45455227856393
6.66,9.728662151146663
6.67,10.794151977352849
6.68,9.831023595208718
6.69,6.893182823718791
6.7,10.533962610706975
6.71,6.4483167595373505
6.72,6.509464278259719
6.73,5.357606494423514
6.74,2.9595633256848988
6.75,3.9550725457329996
6.76,1.009531516726558
6.7700000000000005,1.9435375017702508
6.78,0.4082007672736665
6.79,-1.8332836983490954
6.8,-3.2726308256016443
6.8100000000000005,-3.551065404864554
6.82,-2.5104586870187884
6.83,-3.871116619818898
6.84,-4.0518290081499355
6.8500000000000005,-4.32067102054173
6.86,-4.7517456881678495
6.87,-3.668357332985031
6.88,-6.998667995839004
6.890000000000001,-5.756544416223497
6.9,-6.871227251596082
6.91,-6.163098943782612
6.92,-5.391942806322441
6.93,-5.756054276831794
6.94,-6.402133298557421
6.95,-6.732903231067822
6.96,-4.346177467555611
6.97,-4.880217464583479
6.98,-5.202184710274433
6.99,-3.57347808749417
7.0,-4.172317873525387
7.01,-2.7535680788626777
7.0200000000000005,0.3212293241667852
7.03,-0.4195672592603722
7.04,-0.1413794955150146
7.05,3.781722178526427
7.0600000000000005,1.6509753438645651
7.07,2.284134017179403
7.08,3.763170088279238
7.09,4.630208524536586
7.1000000000000005,4.016470555994285
7.11,4.7157905190221285
7.12,6.238583095526695
7.13,5.413660798202564
7.140000000000001,7.281670970280311
7.15,5.75021432916633
7.16,7.286901191179702
7.17,6.380782264249987
7.18,5.8637097533798475
7.19,7.904006972149292
7.2,7.233358550071478
7.21,5.778896837616871
7.22,5.657960240342066
7.23,6.085629493271379
7.24,4.233749877932594
7.25,6.1551654856535265
7.26,4.032234710400342
7.2700000000000005,6.07488446335105
7.28,6.193388063793069
7.29,5.110943768883681
7.3,5.140200001616688
7.3100000000000005,3.6049801381831883
7.32,5.148964726233664
7.33,3.4892909746779397
7.34,4.7010626274078575
7.3500000000000005,4.1429794939385625
7.36,3.6185324146710602
7.37,4.1844445913365735
7.38,3.3268669166105833
7.390000000000001,3.4312964336394507
7.4,3.9160284932788776
7.41,4.744967757489968
7.42,3.4973987920145015
7.43,3.431798266882993
7.44,4.5518473732694895
7.45,5.017784710545733
7.46,6.668362047221023
7.47,6.269799779812882
7.48,5.997309312526577
7.49,6.076601414809835
7.5,8.983837559388615
7.51,7.251393439089166
7.5200000000000005,8.425538504712879
7.53,8.03249646863047
7.54,10.286850284130953
7.55,10.29109400870913
7.5600000000000005,7.794434132820377
7.57,7.820620577290689
7.58,7.869741813828021
7.59,8.537221779402334
7.6000000000000005,7.419005793894998
7.61,8.583961143270146
7.62,8.488491750521176
7.63,8.203562390004834
7.640000000000001,7.351177042527421
7.65,5.884296123470071
7.66,6.940753009722022
7.67,4.5384712680757335
7.68,3.417671576555275
7.69,3.2387864764661365
7.7,0.9141862819696129
7.71,0.21816690371086733
7.72,-0.7606708792209741
7.73,0.09436745576048722
7.74,-0.29221106854754464
7.75,-1.6774597711824466
7.76,-2.325886067573941
7.7700000000000005,-5.017348253464171
7.78,-4.064938660398323
7.79,-5.464076111433309
7.8,-4.714648123936372
7.8100000000000005,-6.1143944706078415
7.82,-7.0115911314730415
7.83,-7.296835856155808
7.84,-7.303285993311965
7.8500000000000005,-4.986038089291981
7.86,-6.018206000913843
7.87,-7.055854918747474
7.88,-5.834509308356109
7.890000000000001,-3.974197346509367
7.9,-5.872015493489974
7.91,-4.411476598667107
7.92,-2.9399485187771077
7.930000000000001,-3.951007023284588
7.94,-4.692257848991519
7.95,-4.273593539031854
7.96,-3.432131621564916
7.97,0.5008377551369938
7.98,-0.316492673071268
7.99,1.7625433368068886
8.0,2.7943204328170816
8.01,2.685611828157882
8.02,4.344232923963629
8.03,2.722373835476567
8.040000000000001,7.48708258736192
8.05,6.419180401253367
8.06,7.896381843864952
8.07,7.812830893409838
8.08,7.779906474292346
8.09,8.594298592495457
8.1,10.318617485848696
8.11,9.109579820860633
8.120000000000001,7.235986319950196
8.13,7.10012719368904
8.14,8.404221157326074
8.15,9.587231255066063
8.16,9.825183713217413
8.17,8.874158825805878
8.18,10.072018606254552
8.19,8.750036409432223
8.2,6.849261071419079
8.21,8.185839973275105
8.22,6.954102421086997
8.23,7.741040948094717
8.24,4.834571207934774
8.25,7.024019512716001
8.26,5.085168727489879
8.27,4.069640442967189
8.28,4.113230699872585
8.290000000000001,5.721421247323064
8.3,2.061504797245065
8.31,2.3947002292209874
8.32,3.541063678515864
8.33,3.708781868104364
8.34,2.1092792724338656
8.35,2.6766528854106455
8.36,3.163651693849129
8.370000000000001,4.271390917171159
8.38,3.2993000193961644
8.39,5.356948925083411
8.4,3.704594553774145
8.41,6.49042516144299
8.42,4.059982880567115
8.43,4.886332211881456
8.44,3.073160996650178
8.45,3.27667903560965
8.46,5.425204188438684
8.47,4.008862635759597
8.48,5.779610577289646
8.49,6.23952693882035
8.5,6.115529926551512
8.51,6.223479253549598
8.52,6.844912971626655
8.53,5.797131415205147
8.540000000000001,7.003653093463817
8.55,4.816130515248373
8.56,7.0106110023185355
8.57,5.676966863181957
8.58,5.513221282420605
8.59,4.015406933404966
8.6,5.330852866465451
8.61,3.1900019428827946
8.620000000000001,2.8586126324096703
8.63,2.515877721223128
8.64,3.65711342839458
8.65,1.4959705274698787
8.66,0.8349822619380007
8.67,-0.006374265615560537
8.68,-1.4273448000445477
8.69,-0.7044649746255929
8.700000000000001,-2.0021602091984816
8.71,-1.9086908741183515
8.72,-2.751734551977302
8.73,-3.533309523463372
8.74,-6.578064660874413
8.75,-3.9348828325408247
8.76,-6.7021012282402825
8.77,-5.202927658663764
8.78,-6.873397940543208
8.790000000000001,-6.486342805847002
8.8,-7.770788079310453
8.81,-7.4073380980521355
8.82,-4.664830869101364
8.83,-6.490832377614398
8.84,-4.205973109303723
8.85,-3.955344716439459
8.86,-3.23417381462607
8.870000000000001,-5.211525119819075
8.88,-3.7689235983341582
8.89,-4.048622719094085
8.9,-3.134855532468361
8.91,-2.6961957631816897
8.92,-0.030800772124582765
8.93,-0.6233461249584491
8.94,1.0968135571178004
8.950000000000001,2.5007132648751957
8.96,2.803304708004593
8.97,4.377080549358736
8.98,5.043319306884689
8.99,6.12544203104595
9.0,7.289113593339291
9.01,8.512075586539833
9.02,7.147138490442808
9.03,8.748070191534136
9.040000000000001,8.761899290011309
9.05,12.225001579406685
9.06,10.298802709648434
9.07,11.161155963942983
9.08,10.998177232527125
9.09,10.909454854897636
9.1,13.171712152238271
9.11,9.674299666765082
9.120000000000001,11.317441410127712
9.13,9.880567386762865
9.14,10.900773115193154
9.15,10.409281242385493
9.16,10.14893398577672
9.17,6.630385840882884
9.18,8.61462640401523
9.19,7.38689072411581
9.200000000000001,8.036729617688184
9.21,6.348335712843032
9.22,7.266460363583578
9.23,5.740563466016986
9.24,2.318083179252903
9.25,6.211496576065304
9.26,3.1353723273436644
9.27,3.329414234596987
9.28,4.656077571788996
9.290000000000001,2.557507574763943
9.3,2.345878446809395
9.31,1.6518331856640844
9.32,0.8421247753154253
9.33,0.9191593941006352
9.34,0.7626402737320775
9.35,0.33097844785941444
9.36,2.3523993527840643
9.370000000000001,2.4463221653257317
9.38,0.9545016622195156
9.39,3.2998863935947043
9.4,2.486964495524817
9.41,1.679818342579365
9.42,3.2623189570928757
9.43,1.676473853987905
9.44,5.04489103829534
9.450000000000001,3.3465125670713562
9.46,3.4662878138962006
9.47,4.154481607252083
9.48,5.514578333980779
9.49,5.354094334133599
9.5,3.7288333814274806
9.51,5.41603966352719
9.52,4.124385382843546
9.53,4.908787436300696
9.540000000000001,4.806481912566777
9.55,2.643845562744519
9.56,3.528858060700669
9.57,3.6916025316017786
9.58,1.9441735562695792
9.59,3.0218927447025115
9.6,2.635455610677167
9.61,0.2092588841823435
9.620000000000001,1.0896257090468944
9.63,-0.9020263746532716
9.64,-2.810499071944543
9.65,-2.3821506179412175
9.66,-2.8639325502024917
9.67,-1.3227554264619459
9.68,-1.5319747758350142
9.69,-2.7530834476585926
9.700000000000001,-5.160934469075716
9.71,-4.9445024858857956
9.72,-4.887018861986255
9.73,-3.649253229985292
9.74,-4.466249177799655
9.75,-5.194269466554324
9.76,-5.523484558765944
9.77,-4.181582199039672
9.78,-5.060993735583365
9.790000000000001,-3.266135056734794
9.8,-7.085651705635916
9.81,-3.5889827150771976
9.82,-4.515834162503045
9.83,-1.7071673381192545
9.84,-3.0010542589543325
9.85,-1.0264136443324519
9.86,-1.9116900095838028
9.870000000000001,-1.0501891211662209
9.88,0.7614485347048087
9.89,1.7948402425477874
9.9,3.3542993009417708
9.91,4.046565798735772
9.92,4.04511385123073
9.93,6.293172001351241
9.94,7.05987737354084
9.950000000000001,6.404774327602066
9.96,8.621521696891877
9.97,9.674984585566886
9.98,10.07808832966917
9.99,10.459171889744958
10.0,10.386220726350192
